,latitude,longitude,temp,pressure,humidity,dew_point,uvi,clouds,wind_speed,wind_deg,wind_gust,price,probability
245,53.3284,-0.125,282.02,1029.0,69.0,278.04,0.02,47.0,3.35,259.0,16.73,410745.0,0
246,54.4573,-5.2022,279.25,1011.0,86.0,277.3,0.0,78.0,15.59,354.0,23.54,100000.0,0
247,53.6577,-6.5163,286.49,1022.0,74.0,276.95,0.01,95.0,8.19,247.0,19.32,323498.0,0
248,56.1336,-2.1737,281.37,1013.0,85.0,282.4,0.0,67.0,10.49,218.0,22.65,535998.0,0
249,59.9516,-4.9337,282.3,1017.0,93.0,277.18,0.0,80.0,13.78,246.0,12.6,265345.0,0
250,57.0328,-0.5322,279.28,995.0,77.0,280.69,0.0,20.0,6.45,324.0,28.44,463774.0,0
251,53.4194,-1.858,284.85,1020.0,83.0,286.29,0.0,63.0,7.21,380.0,18.37,443325.0,0
252,56.9041,-0.581,280.37,1017.0,80.0,277.01,0.0,100.0,6.42,253.0,15.81,555254.0,0
253,53.5626,1.7119,280.81,1021.0,72.0,278.09,0.01,39.0,12.21,278.0,7.39,344727.0,0
254,58.6708,-7.3765,284.1,993.0,64.0,282.77,0.0,70.0,10.15,322.0,16.32,429674.0,0
255,56.2894,-3.4651,285.07,1009.0,73.0,274.98,0.01,100.0,11.6,240.0,22.92,100000.0,0
256,58.7349,-4.9312,281.62,990.0,65.0,281.93,0.02,71.0,10.37,218.0,25.51,472035.0,0
257,54.3078,-5.8523,285.59,1031.0,73.0,278.04,0.07,79.0,3.22,208.0,16.09,370795.0,0
258,57.4627,1.881,284.2,1014.0,72.0,279.75,0.02,95.0,3.97,307.0,14.13,133009.0,0
259,54.3502,0.0162,284.06,1030.0,82.0,277.44,0.08,29.0,13.15,333.0,9.8,279374.0,0
260,59.9234,-2.3762,284.19,1015.0,78.0,278.3,0.06,80.0,6.75,163.0,13.39,100000.0,0
261,55.549,0.6533,281.05,996.0,70.0,277.98,0.0,76.0,7.05,228.0,26.36,464643.0,0
262,55.9866,-6.8519,279.86,997.0,78.0,276.68,0.04,77.0,12.04,270.0,16.65,214130.0,0
263,51.0613,1.3545,282.88,1005.0,73.0,278.09,0.01,75.0,5.33,304.0,17.9,411314.0,0
264,51.2641,-2.4603,282.76,1036.0,76.0,279.09,0.03,100.0,10.86,333.0,29.04,342287.0,0
265,53.5899,-2.8204,283.86,1026.0,77.0,278.49,0.02,31.0,13.76,296.0,15.04,100000.0,0
266,50.5364,-3.6112,281.55,993.0,85.0,280.24,0.04,76.0,4.6,346.0,12.49,100000.0,0
267,51.0691,-3.1702,282.22,1029.0,76.0,276.71,0.03,79.0,14.87,331.0,10.35,397886.0,0
268,53.0217,-0.3058,280.07,1012.0,72.0,280.53,0.0,63.0,10.65,273.0,22.17,669869.0,0
269,57.0919,-3.6071,278.41,1012.0,57.0,277.99,0.0,92.0,7.29,214.0,18.23,431174.0,0
270,54.3822,-6.733,279.21,1012.0,79.0,280.89,0.0,97.0,15.53,313.0,19.9,100000.0,0
271,51.7305,0.1179,282.74,1017.0,62.0,277.97,0.0,100.0,13.36,227.0,4.09,436277.0,0
272,52.1557,-6.7745,283.02,1019.0,74.0,276.25,0.04,90.0,10.0,188.0,12.39,100000.0,0
273,52.0426,-5.5867,283.25,1038.0,60.0,280.0,0.0,71.0,13.07,261.0,14.42,114980.0,0
274,53.0302,1.986,279.19,1020.0,98.0,282.66,0.06,78.0,8.84,227.0,22.61,376388.0,0
275,52.1399,-0.7557,281.3,1029.0,66.0,279.86,0.05,73.0,11.22,220.0,17.19,247944.0,0
276,53.6318,-1.7203,284.81,1019.0,75.0,276.18,0.06,51.0,10.21,341.0,18.06,100000.0,0
277,58.7065,-6.2431,277.65,1022.0,80.0,274.32,0.03,100.0,7.1,330.0,13.3,698163.0,0
278,55.2012,0.7274,281.41,1015.0,80.0,276.47,0.01,83.0,7.7,250.0,17.95,100000.0,0
279,56.6587,-2.8306,281.41,1026.0,80.0,272.49,0.03,65.0,11.69,295.0,18.22,667298.0,0
280,50.0143,-5.5555,283.75,1022.0,75.0,277.3,0.03,100.0,2.61,260.0,23.14,380102.0,0
281,57.8999,1.926,282.85,1015.0,68.0,276.28,0.01,69.0,4.43,246.0,7.02,194058.0,0
282,51.8568,1.4804,279.86,1024.0,74.0,277.57,0.0,68.0,8.05,331.0,18.72,522759.0,0
283,55.016,1.2526,279.8,1029.0,84.0,279.74,0.05,86.0,12.08,322.0,20.46,260161.0,0
284,57.8092,-4.923,281.15,1023.0,81.0,277.46,0.04,69.0,10.59,272.0,22.09,403396.0,0
285,59.1641,1.0354,286.12,1024.0,94.0,279.85,0.06,95.0,13.66,218.0,8.86,358019.0,0
286,56.9882,-3.8496,284.91,1023.0,83.0,278.43,0.06,91.0,6.07,208.0,20.34,172406.0,0
287,55.3475,-6.3217,282.44,1003.0,80.0,275.79,0.03,59.0,7.01,262.0,13.46,537746.0,0
288,51.836,-0.9045,282.23,1050.0,82.0,278.93,0.0,86.0,9.67,348.0,12.57,261356.0,0
289,57.1086,-5.927,279.9,1007.0,81.0,278.2,0.02,64.0,10.23,302.0,17.5,100000.0,0
290,52.434,0.5792,284.32,1012.0,67.0,279.03,0.0,55.0,11.8,195.0,34.05,826688.0,0
291,51.5272,-3.1189,285.08,1010.0,87.0,276.79,0.01,54.0,7.18,216.0,18.35,662115.0,0
292,53.7618,-0.2201,281.42,1026.0,70.0,272.69,0.0,81.0,9.83,345.0,11.6,249939.0,0
293,54.584,1.4954,281.48,1016.0,69.0,277.39,0.07,100.0,7.67,271.0,22.23,354803.0,0
294,51.2195,-0.987,284.41,1006.0,74.0,277.04,0.0,95.0,11.8,266.0,10.62,368031.0,0
295,51.5097,-6.0591,284.57,1018.0,82.0,275.98,0.0,77.0,8.54,231.0,22.32,175373.0,0
296,54.8575,1.5337,283.91,1027.0,84.0,275.73,0.04,45.0,8.49,300.0,14.51,320277.0,0
297,57.1992,-3.2238,283.62,998.0,73.0,277.42,0.02,100.0,9.49,246.0,20.32,322685.0,0
298,57.5567,-2.8394,278.64,1016.0,65.0,277.98,0.03,46.0,9.12,266.0,15.4,563897.0,0
299,58.3302,-2.125,281.5,1024.0,83.0,277.83,0.0,100.0,11.53,348.0,13.95,515608.0,0
300,51.0833,1.2737,280.86,1008.0,86.0,280.43,0.02,70.0,6.63,272.0,25.24,186478.0,0
301,52.0769,1.883,280.9,1016.0,69.0,280.43,0.01,97.0,12.76,353.0,14.44,536250.0,0
302,52.0611,-4.35,286.82,997.0,71.0,274.74,0.08,100.0,3.38,212.0,28.16,100000.0,0
303,53.4175,-3.9004,280.38,1038.0,83.0,277.41,0.01,61.0,9.31,212.0,15.76,301452.0,0
304,56.7632,-5.1243,284.0,1023.0,80.0,274.43,0.0,77.0,4.23,368.0,19.27,100000.0,0
305,56.7566,-3.6997,277.03,1006.0,72.0,285.12,0.0,86.0,6.08,226.0,19.66,107639.0,0
306,54.8812,1.3582,284.53,1010.0,80.0,274.31,0.01,100.0,8.84,212.0,16.81,135160.0,0
307,52.3373,-4.7859,283.59,998.0,70.0,274.09,0.0,63.0,5.26,247.0,23.83,240023.0,0
308,58.7323,-0.132,282.75,1023.0,100.0,281.35,0.03,84.0,7.63,218.0,17.89,758273.0,0
309,58.241,1.7935,282.74,1031.0,66.0,274.84,0.01,58.0,11.5,245.0,20.57,357093.0,0
310,59.8635,-5.5454,278.67,1007.0,74.0,281.37,0.0,46.0,7.02,313.0,17.25,100000.0,0
311,50.4977,-3.8525,279.97,1007.0,75.0,270.46,0.04,68.0,14.44,276.0,20.51,469307.0,0
312,52.0761,0.9291,280.21,1006.0,80.0,276.04,0.0,100.0,10.77,246.0,11.22,426844.0,0
313,53.1972,-3.8637,278.22,996.0,79.0,281.07,0.06,60.0,6.93,226.0,17.38,736804.0,0
314,55.2277,-1.4094,282.11,1038.0,64.0,281.07,0.04,67.0,5.99,328.0,7.55,177670.0,0
315,57.4032,-3.9684,285.2,1008.0,82.0,275.37,0.0,72.0,7.42,322.0,12.24,338757.0,0
316,58.7833,-0.0747,278.19,1010.0,88.0,278.8,0.0,25.0,3.66,312.0,10.44,242037.0,0
317,57.363,-3.5078,282.33,1006.0,55.0,278.32,0.01,3.0,6.89,282.0,13.05,118572.0,0
318,52.6551,-1.4956,285.0,1009.0,72.0,276.56,0.05,87.0,3.29,219.0,14.75,215462.0,0
319,54.6548,-2.8113,282.44,1021.0,87.0,280.82,0.0,64.0,10.03,244.0,3.77,342516.0,0
320,58.875,-4.9884,280.83,1004.0,83.0,273.18,0.05,49.0,9.52,320.0,9.06,587987.0,0
321,58.5428,-3.9852,280.15,1026.0,79.0,280.2,0.0,22.0,9.49,272.0,20.65,488805.0,0
322,50.5545,-0.0671,282.01,1003.0,73.0,273.43,0.04,55.0,14.2,339.0,19.66,410989.0,0
323,51.4957,1.5314,282.99,987.0,77.0,277.7,0.04,89.0,5.88,216.0,18.87,348766.0,0
324,50.8223,-7.7638,283.81,1017.0,89.0,276.78,0.03,51.0,16.57,313.0,13.48,254804.0,0
325,52.3376,-6.9326,279.09,1031.0,80.0,274.7,0.0,100.0,9.41,238.0,18.14,881200.0,0
326,51.0676,0.4089,281.19,1012.0,73.0,275.61,0.01,100.0,9.4,304.0,17.66,165347.0,0
327,56.0647,-0.9009,283.06,1022.0,72.0,279.81,0.04,15.0,11.95,308.0,31.93,504191.0,0
328,53.1468,1.1751,282.96,1028.0,63.0,279.74,0.02,92.0,7.22,306.0,19.16,680677.0,0
329,58.6891,-4.1483,280.07,1015.0,61.0,281.15,0.01,81.0,5.32,340.0,8.89,118350.0,0
330,55.6366,0.9941,279.87,1000.0,72.0,276.69,0.02,90.0,8.04,289.0,27.72,814867.0,0
331,53.6248,-7.4239,281.99,1028.0,77.0,278.53,0.02,77.0,7.36,263.0,18.7,359138.0,0
332,56.0275,-3.9582,282.09,999.0,91.0,278.23,0.0,87.0,6.88,293.0,11.82,708352.0,0
333,58.8019,-4.0133,276.61,1022.0,77.0,276.54,0.0,68.0,9.65,245.0,25.34,289818.0,0
334,51.4154,-1.3098,278.34,1011.0,77.0,279.89,0.07,79.0,6.02,337.0,22.65,281894.0,0
335,53.8557,-4.1389,277.81,1000.0,92.0,275.3,0.01,15.0,8.84,257.0,17.06,403987.0,0
336,58.0219,-3.8937,281.51,1016.0,75.0,279.33,0.01,75.0,8.69,305.0,17.16,232725.0,0
337,57.9721,-7.2162,284.47,1019.0,79.0,284.32,0.0,100.0,6.22,246.0,10.87,533125.0,0
338,55.6895,-3.8171,282.33,1009.0,59.0,277.44,0.05,44.0,5.68,327.0,12.25,369372.0,0
339,56.5104,0.683,283.2,1013.0,84.0,277.75,0.0,97.0,4.29,265.0,19.51,339970.0,0
340,59.3411,1.6607,280.62,1010.0,71.0,280.01,0.0,77.0,19.39,250.0,16.27,100000.0,0
341,54.043,-1.8506,282.04,1037.0,73.0,274.82,0.0,60.0,9.44,235.0,9.94,446707.0,0
342,51.5323,-6.2678,281.17,1032.0,83.0,280.72,0.0,84.0,6.59,307.0,19.88,365948.0,0
343,58.1149,1.0194,285.53,1001.0,83.0,276.79,0.05,19.0,10.74,231.0,6.0,100000.0,0
344,52.6687,-7.9692,282.95,1033.0,95.0,274.64,0.04,82.0,11.39,299.0,16.33,538411.0,0
345,55.9109,-3.4219,280.9,1006.0,65.0,280.9,0.05,100.0,4.45,254.0,10.37,434773.0,0
346,59.3079,1.3491,285.02,1018.0,74.0,280.76,0.05,94.0,5.71,212.0,7.34,633366.0,0
347,54.5911,-4.4801,279.19,1009.0,78.0,280.2,0.0,100.0,13.92,342.0,20.41,224707.0,0
348,54.0731,-5.1423,282.65,1018.0,75.0,275.79,0.07,80.0,6.08,260.0,9.96,100000.0,0
349,57.1061,0.9722,283.38,1023.0,59.0,281.75,0.0,100.0,14.34,257.0,14.28,100000.0,0
350,58.1587,-7.0906,281.92,1026.0,81.0,276.14,0.06,92.0,16.53,303.0,19.98,655789.0,0
351,57.4191,-1.0108,280.08,1008.0,76.0,279.04,0.04,98.0,7.6,363.0,12.6,214902.0,0
352,52.6907,-4.1223,283.16,1025.0,97.0,280.73,0.0,62.0,3.21,307.0,18.11,261400.0,0
353,50.4702,-6.4072,278.98,1037.0,62.0,282.93,0.05,100.0,9.01,253.0,18.78,202820.0,0
354,57.9785,0.1064,282.75,1020.0,92.0,280.19,0.07,100.0,11.72,285.0,19.47,542646.0,0
355,54.935,1.0926,284.67,986.0,79.0,276.27,0.03,34.0,12.11,331.0,21.83,100000.0,0
356,54.2167,-2.5536,285.91,1004.0,84.0,280.95,0.02,66.0,8.99,321.0,9.85,100000.0,0
357,54.5133,-7.2358,283.28,1011.0,72.0,278.53,0.05,100.0,11.95,230.0,22.97,100000.0,0
358,57.6358,1.2266,285.66,1026.0,75.0,279.14,0.01,96.0,5.06,259.0,15.75,100000.0,0
359,51.2263,-2.2719,283.32,1032.0,64.0,276.47,0.06,87.0,14.29,276.0,20.22,100000.0,0
360,56.1034,-6.1531,278.93,1021.0,81.0,279.52,0.0,100.0,7.94,287.0,16.9,723200.0,0
361,52.2624,-0.6738,281.63,1005.0,67.0,275.08,0.0,47.0,10.43,278.0,18.97,504954.0,0
362,53.9734,1.7364,284.82,1026.0,69.0,275.13,0.01,100.0,12.37,279.0,15.15,100000.0,0
363,52.5379,-0.0486,284.19,1040.0,86.0,279.38,0.04,54.0,14.37,176.0,13.2,629516.0,0
364,51.6755,1.8595,281.58,1019.0,75.0,274.55,0.06,74.0,6.56,262.0,21.01,387040.0,0
365,51.5717,-2.8599,282.68,1011.0,90.0,275.22,0.03,89.0,12.62,155.0,21.16,433497.0,0
366,59.6577,-0.9177,279.31,1029.0,74.0,276.95,0.06,61.0,9.49,274.0,16.87,542079.0,0
367,54.5667,-4.7728,282.15,1005.0,87.0,274.69,0.06,76.0,9.15,299.0,31.8,412390.0,0
368,52.6984,-2.8522,279.09,1014.0,91.0,280.42,0.0,70.0,5.94,344.0,14.9,122948.0,0
369,50.6907,-3.793,281.2,1033.0,73.0,273.77,0.0,30.0,13.86,273.0,16.33,283697.0,0
370,55.1373,-6.2724,278.59,1013.0,83.0,283.41,0.02,49.0,11.78,181.0,17.94,310351.0,0
371,52.1818,-4.3496,286.06,1022.0,77.0,283.75,0.0,98.0,10.04,246.0,17.84,156638.0,0
372,54.5598,-1.5518,282.36,1024.0,72.0,279.5,0.04,77.0,6.11,354.0,15.08,558898.0,0
373,50.8303,-2.8234,281.91,1000.0,89.0,279.28,0.06,80.0,2.58,317.0,19.36,337075.0,0
374,54.2835,-3.822,288.13,1005.0,87.0,280.24,0.03,51.0,9.34,313.0,15.59,100000.0,0
375,51.4992,-3.5061,282.04,1026.0,80.0,278.91,0.02,62.0,5.69,209.0,11.6,730367.0,0
376,55.5134,-7.1438,282.81,1018.0,85.0,279.63,0.05,60.0,10.25,353.0,14.0,100000.0,0
377,52.374,1.8235,281.12,1024.0,77.0,277.44,0.05,70.0,7.32,228.0,20.46,414920.0,0
378,59.8726,-4.8081,280.8,991.0,71.0,277.2,0.01,100.0,12.57,302.0,22.52,722687.0,0
379,53.778,-5.8085,283.7,1044.0,81.0,279.2,0.08,100.0,1.12,248.0,2.8,283624.0,0
380,55.0049,-5.9657,282.3,1015.0,84.0,275.65,0.0,54.0,6.38,235.0,18.1,100000.0,0
381,53.0402,-6.54,283.51,1021.0,69.0,274.31,0.0,62.0,9.55,306.0,10.15,108554.0,0
382,53.6456,-0.7062,281.93,1018.0,62.0,275.8,0.01,100.0,11.0,234.0,14.18,445585.0,0
383,58.8697,-1.2909,282.48,1005.0,58.0,277.77,0.01,31.0,9.3,273.0,22.65,629159.0,0
384,58.2895,-0.25,284.75,1023.0,62.0,278.23,0.0,35.0,11.09,287.0,19.47,734518.0,0
385,51.5522,-4.4838,281.4,983.0,89.0,278.79,0.01,89.0,10.5,316.0,16.76,443508.0,0
386,56.3755,-6.1146,279.27,1025.0,76.0,278.21,0.0,100.0,11.19,355.0,12.81,415403.0,0
387,59.6328,-3.9364,280.09,1003.0,69.0,279.49,0.04,69.0,14.84,225.0,20.51,372722.0,0
388,56.9428,-6.0238,282.33,1034.0,75.0,279.52,0.04,86.0,11.24,318.0,25.92,234544.0,0
389,52.5565,1.8301,278.81,989.0,74.0,278.81,0.06,100.0,9.75,284.0,16.05,687599.0,0
390,58.7423,0.398,281.57,1008.0,73.0,278.73,0.03,91.0,12.55,211.0,9.91,145013.0,0
391,59.4619,1.4711,282.25,1022.0,74.0,281.88,0.03,90.0,16.51,359.0,6.99,416605.0,0
392,55.2619,1.3513,283.66,1028.0,81.0,278.94,0.0,100.0,10.0,244.0,22.91,364003.0,0
393,57.2107,-0.444,288.36,1002.0,79.0,277.77,0.0,78.0,13.2,290.0,12.98,243188.0,0
394,57.2608,-7.4006,280.94,1015.0,59.0,277.96,0.01,74.0,3.65,358.0,5.43,531652.0,0
395,53.7492,-2.2217,283.68,1018.0,83.0,274.0,0.0,100.0,4.6,281.0,14.32,100000.0,0
396,50.8814,-4.5146,281.19,1025.0,94.0,277.1,0.01,86.0,8.11,389.0,18.92,289542.0,0
397,57.3023,-4.9993,284.56,1003.0,60.0,279.39,0.03,92.0,12.87,260.0,19.17,154081.0,0
398,52.0489,-7.2362,278.92,1013.0,95.0,274.75,0.0,75.0,10.97,298.0,18.58,405144.0,0
399,59.5473,-3.8027,285.47,1018.0,84.0,280.07,0.0,64.0,7.96,285.0,7.7,157130.0,0
400,51.1467,0.5756,280.29,1001.0,80.0,278.69,0.04,90.0,13.16,238.0,11.92,322463.0,0
401,54.8863,-5.7282,282.56,1009.0,78.0,277.45,0.0,92.0,13.56,311.0,12.25,285659.0,0
402,53.1532,1.2814,281.32,1024.0,78.0,279.42,0.0,85.0,8.94,394.0,20.23,340168.0,0
403,53.5928,-6.2892,283.24,1031.0,76.0,274.84,0.0,92.0,7.77,235.0,17.97,100000.0,0
404,56.3377,-4.3834,281.44,1003.0,91.0,280.05,0.0,69.0,8.07,290.0,15.55,666381.0,0
405,51.9641,0.9242,283.99,1003.0,76.0,279.2,0.0,100.0,13.76,196.0,22.38,328414.0,0
406,57.2986,0.6034,283.67,1018.0,84.0,280.85,0.01,71.0,5.74,283.0,12.43,599283.0,0
407,54.3714,-0.4397,280.67,1021.0,70.0,278.49,0.0,95.0,8.81,344.0,20.27,468224.0,0
408,54.6008,-7.1043,281.81,1048.0,59.0,277.98,0.02,76.0,7.01,315.0,7.01,489915.0,0
409,52.1189,-4.6827,286.46,1011.0,95.0,280.24,0.0,50.0,8.6,284.0,15.41,725254.0,0
410,54.5992,-6.3396,279.56,1005.0,85.0,275.52,0.06,82.0,14.59,282.0,9.57,766901.0,0
411,57.2114,1.4249,282.36,1001.0,65.0,279.8,0.0,74.0,12.36,232.0,17.67,326594.0,0
412,56.1115,1.8266,280.42,1023.0,100.0,272.03,0.02,100.0,9.91,361.0,18.0,101274.0,0
413,59.8942,-6.1921,284.09,1004.0,70.0,281.28,0.0,100.0,9.06,261.0,11.45,521267.0,0
414,54.3814,1.1603,281.1,1011.0,76.0,279.53,0.01,41.0,13.43,177.0,19.57,334857.0,0
415,53.6378,1.6491,279.42,1012.0,80.0,284.57,0.02,100.0,10.17,293.0,10.33,100000.0,0
416,59.4925,-0.6393,280.57,1012.0,86.0,272.95,0.0,62.0,9.26,270.0,9.08,658670.0,0
417,53.8325,-4.9071,276.75,1032.0,67.0,272.8,0.0,67.0,6.97,325.0,13.33,806125.0,0
418,55.7676,-2.351,283.9,1010.0,65.0,275.13,0.0,83.0,10.5,330.0,11.18,353809.0,0
419,56.6604,1.8354,278.65,1014.0,76.0,274.64,0.04,95.0,10.8,322.0,13.96,460763.0,0
420,58.4154,-4.0775,287.83,1025.0,84.0,277.63,0.0,88.0,8.37,354.0,20.66,127006.0,0
421,55.4083,0.8883,279.66,1014.0,80.0,278.03,0.02,67.0,0.0,334.0,16.98,170580.0,0
422,53.5368,-4.508,282.7,1012.0,84.0,278.95,0.01,53.0,13.05,257.0,15.2,656305.0,0
423,58.126,-7.9025,281.05,1012.0,62.0,274.61,0.0,100.0,2.0,244.0,15.59,686569.0,0
424,54.8175,-1.0334,282.87,1003.0,71.0,278.74,0.04,76.0,9.68,294.0,14.62,329977.0,0
425,50.3048,-7.3594,283.04,1017.0,83.0,277.46,0.05,97.0,6.57,137.0,11.64,100000.0,0
426,50.0674,-6.9176,287.4,1019.0,82.0,280.36,0.0,47.0,14.22,313.0,10.31,573328.0,0
427,58.3873,-2.437,278.03,1015.0,70.0,277.36,0.0,52.0,15.7,293.0,7.94,478191.0,0
428,54.4972,-1.8372,283.58,1025.0,55.0,276.62,0.04,88.0,10.1,277.0,15.41,465627.0,0
429,59.6512,-5.9744,282.05,1015.0,71.0,278.88,0.03,61.0,7.1,295.0,23.66,283167.0,0
430,54.9376,-0.522,283.56,1021.0,83.0,279.02,0.0,69.0,6.58,294.0,16.25,516400.0,0
431,54.6732,1.9863,284.52,1011.0,69.0,279.47,0.03,80.0,11.37,235.0,16.31,100000.0,0
432,57.9408,-0.7683,279.55,1015.0,83.0,275.65,0.03,59.0,2.44,211.0,21.3,560262.0,0
433,51.9444,-5.2432,281.41,1013.0,95.0,275.08,0.01,69.0,8.37,291.0,16.71,100000.0,0
434,53.2453,-0.0238,284.3,1011.0,83.0,279.08,0.0,40.0,6.97,214.0,12.35,920715.0,0
435,59.4678,0.4234,284.86,1020.0,76.0,279.11,0.08,61.0,9.57,280.0,4.5,638414.0,0
436,59.366,-0.2517,283.43,1002.0,80.0,272.4,0.03,71.0,14.33,283.0,24.89,387856.0,0
437,53.8852,-5.5892,281.02,1046.0,65.0,277.13,0.05,48.0,0.0,388.0,16.05,304984.0,0
438,54.5434,-6.2787,280.07,1005.0,79.0,278.69,0.0,100.0,4.37,285.0,13.72,592367.0,0
439,53.5977,-0.8523,281.84,1020.0,53.0,281.26,0.0,62.0,8.59,232.0,18.01,332192.0,0
440,56.3998,-2.2925,283.16,1018.0,90.0,278.26,0.0,42.0,4.05,333.0,7.79,288729.0,0
441,54.1475,-6.0696,282.42,1008.0,81.0,277.88,0.0,55.0,5.86,207.0,8.74,629436.0,0
442,52.4427,-7.8965,278.53,999.0,74.0,280.01,0.06,73.0,16.77,334.0,22.37,100000.0,0
443,59.4221,-7.2467,282.14,1018.0,69.0,279.33,0.0,72.0,10.82,261.0,19.61,435057.0,0
444,58.3287,-3.979,285.44,1006.0,72.0,278.3,0.04,99.0,7.5,285.0,15.5,100000.0,0
445,57.5569,-0.689,281.16,1006.0,77.0,278.0,0.07,82.0,7.21,223.0,15.42,100000.0,0
446,59.5648,-3.8948,285.51,1019.0,78.0,275.13,0.0,97.0,2.79,238.0,18.21,268089.0,0
447,58.6808,-6.5046,280.52,1017.0,91.0,274.8,0.07,60.0,10.28,253.0,18.53,669653.0,0
448,53.9491,-2.3974,279.28,1030.0,86.0,277.98,0.0,98.0,9.56,251.0,10.95,295662.0,0
449,53.356,-5.9558,282.33,1010.0,68.0,274.55,0.0,75.0,8.46,299.0,21.87,340493.0,0
450,57.2831,1.7705,286.72,1004.0,65.0,280.84,0.0,70.0,7.23,233.0,5.34,364764.0,0
451,55.7532,-5.0035,284.47,1012.0,78.0,279.01,0.0,79.0,4.84,357.0,16.72,110645.0,0
452,57.5335,-2.9203,281.55,1025.0,86.0,275.3,0.05,100.0,5.04,295.0,19.64,100000.0,0
453,51.8798,-0.9925,283.18,1006.0,67.0,276.82,0.05,77.0,11.13,362.0,16.71,522836.0,0
454,51.3187,-1.1136,283.04,1019.0,78.0,277.24,0.0,95.0,3.8,220.0,24.09,358937.0,0
455,55.921,-1.0868,284.55,1023.0,93.0,276.5,0.0,81.0,10.58,213.0,20.48,685814.0,0
456,52.4763,-5.2293,278.4,1008.0,75.0,282.72,0.02,43.0,8.93,319.0,23.21,633867.0,0
457,57.6774,-7.0684,283.78,1021.0,89.0,273.75,0.03,69.0,8.88,294.0,14.32,305553.0,0
458,54.6615,-1.0521,279.65,1041.0,75.0,274.45,0.0,78.0,9.81,253.0,15.12,491668.0,0
459,53.5413,-0.1418,282.5,1014.0,68.0,279.9,0.0,75.0,13.83,242.0,18.03,488745.0,0
460,57.3606,-2.7774,283.13,1005.0,100.0,283.04,0.01,72.0,8.99,339.0,13.97,106495.0,0
461,56.9862,0.137,280.88,1005.0,71.0,279.5,0.02,49.0,16.28,216.0,19.92,176687.0,0
462,53.2927,-6.5254,284.09,1026.0,82.0,281.47,0.03,92.0,8.74,355.0,11.54,241071.0,0
463,50.7995,-6.4251,281.54,1007.0,77.0,278.14,0.0,54.0,8.39,235.0,19.52,453169.0,0
464,55.0866,-2.5422,279.18,1011.0,81.0,280.54,0.0,89.0,4.93,338.0,25.4,100000.0,0
465,52.0647,-7.1723,285.25,1053.0,87.0,277.18,0.01,69.0,8.03,201.0,20.24,332025.0,0
466,50.2245,-7.7401,284.64,1027.0,77.0,278.55,0.03,87.0,10.38,257.0,15.0,350888.0,0
467,55.1334,-1.6467,278.0,1023.0,73.0,283.66,0.03,85.0,11.11,254.0,16.43,100000.0,0
468,52.3653,-3.9527,283.62,1004.0,82.0,277.94,0.02,79.0,9.86,321.0,15.14,197268.0,0
469,54.28,-3.6231,282.81,1033.0,71.0,277.59,0.0,94.0,9.26,248.0,17.31,100000.0,0
470,57.3631,-2.9013,282.53,1021.0,72.0,281.57,0.04,83.0,4.13,225.0,15.74,100000.0,0
471,52.118,-1.6929,286.16,1011.0,72.0,280.12,0.01,56.0,3.21,231.0,17.27,270686.0,0
472,59.4421,-2.4793,282.11,997.0,73.0,276.41,0.04,54.0,4.09,280.0,28.7,580269.0,0
473,56.1209,0.3055,278.32,1024.0,85.0,275.79,0.0,64.0,7.23,266.0,17.86,140145.0,0
474,57.3942,-1.2276,279.05,1007.0,74.0,280.46,0.05,90.0,7.34,290.0,9.44,100000.0,0
475,51.6878,0.2101,280.53,1028.0,76.0,280.34,0.0,100.0,11.64,365.0,18.44,128878.0,0
476,56.5786,-5.4203,281.11,1025.0,72.0,276.58,0.0,84.0,9.81,335.0,15.48,215538.0,0
477,50.919,1.8448,284.93,1007.0,82.0,281.72,0.03,83.0,3.59,306.0,20.48,471511.0,0
478,52.7009,-4.6403,283.94,1017.0,79.0,274.78,0.0,66.0,9.57,269.0,21.78,100000.0,0
479,59.4416,-4.6929,280.68,1017.0,84.0,274.68,0.05,53.0,7.05,305.0,16.22,404785.0,0
480,53.9593,-4.8721,281.33,1004.0,76.0,276.37,0.0,91.0,7.96,268.0,17.15,575817.0,0
481,52.2009,0.2827,280.66,984.0,77.0,276.33,0.02,48.0,11.51,255.0,16.86,693813.0,0
482,59.0703,-4.6044,280.63,1011.0,70.0,276.48,0.0,76.0,17.52,172.0,17.78,527757.0,0
483,57.4095,-7.5368,286.79,1013.0,82.0,277.08,0.04,75.0,10.74,264.0,26.01,593995.0,0
484,55.3903,-0.512,280.53,1014.0,85.0,276.06,0.07,100.0,16.54,313.0,18.17,252936.0,0
485,51.6543,-1.9265,282.05,1012.0,74.0,276.44,0.06,55.0,0.52,288.0,15.64,575926.0,0
486,57.8601,-6.9874,284.43,1013.0,78.0,279.2,0.0,72.0,10.18,264.0,14.86,801840.0,0
487,50.483,-1.792,281.9,1041.0,81.0,275.25,0.0,43.0,3.91,324.0,21.14,100000.0,0
488,59.8924,-0.5378,280.3,1029.0,88.0,277.08,0.04,90.0,8.54,323.0,8.71,343697.0,0
489,57.2471,-6.399,284.61,1017.0,78.0,280.93,0.0,100.0,15.93,271.0,11.28,246465.0,0
490,58.8045,-1.5053,284.49,1024.0,80.0,270.27,0.0,80.0,5.64,346.0,19.42,372690.0,0
